{{86, 53, 0, 0, 0, 0, 0, 96, 15, 0, 51, 31, 0, 0, 0, 38, 0, 0, 55, 96, 0, 14, 0, 36, 0, 0, 0, 0, 75, 68, 89, 85, 0, 69, 0, 0, 43, 2, 0, 0, 0, 61, 0, 0, 0, 24, 0, 0, 0, 0, 68, 0, 0, 0, 19, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 58, 46, 0, 50, 0, 0, 0, 0, 0, 0, 96, 98, 58, 0, 0, 37, 1, 52, 0, 77, 0, 71, 38, 69, 48, 0, 0, 31, 42, 0, 0, 30, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{69, 78, 0, 0, 0, 0, 0, 62, 99, 0, 69, 98, 0, 0, 0, 58, 0, 0, 46, 92, 0, 89, 0, 45, 0, 0, 0, 0, 15, 22, 25, 22, 0, 10, 0, 0, 25, 41, 0, 0, 0, 4, 0, 0, 0, 63, 0, 0, 0, 0, 53, 0, 0, 0, 54, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 5, 0, 60, 0, 0, 0, 0, 0, 0, 46, 46, 36, 0, 0, 69, 66, 54, 0, 75, 0, 64, 7, 45, 65, 0, 0, 69, 80, 0, 0, 98, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{29, 31, 0, 0, 0, 0, 0, 69, 28, 0, 67, 13, 0, 0, 0, 67, 0, 0, 2, 70, 0, 51, 0, 93, 0, 0, 0, 0, 88, 21, 23, 67, 0, 42, 0, 0, 71, 86, 0, 0, 0, 43, 0, 0, 0, 9, 0, 0, 0, 0, 68, 0, 0, 0, 16, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 8, 49, 0, 26, 0, 0, 0, 0, 0, 0, 97, 54, 62, 0, 0, 21, 76, 56, 0, 49, 0, 60, 49, 38, 69, 0, 0, 24, 1, 0, 0, 32, 0, 0, 0}, 
{39, 97, 0, 0, 0, 0, 0, 59, 88, 0, 12, 96, 0, 0, 0, 99, 0, 0, 64, 16, 0, 9, 0, 70, 0, 0, 0, 0, 27, 33, 1, 81, 0, 94, 0, 0, 14, 70, 0, 0, 0, 80, 0, 0, 0, 2, 0, 0, 0, 0, 98, 0, 0, 0, 8, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 79, 85, 0, 93, 0, 0, 0, 0, 0, 0, 5, 99, 60, 0, 0, 53, 49, 81, 0, 14, 0, 93, 46, 67, 87, 0, 0, 75, 79, 0, 0, 28, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
