{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{32, 0, 12, 48, 1, 0, 0, 31, 19, 0, 0, 46, 0, 11, 0, 0, 0, 0, 7, 23, 0, 0, 15, 0, 20, 40, 12, 0, 3, 43, 25, 48, 0, 39, 0, 12, 0, 2, 43, 42, 29, 0, 18, 2, 48, 0, 11, 18, 5, 0}, 
{42, 0, 10, 45, 5, 0, 0, 1, 34, 0, 0, 3, 0, 1, 0, 0, 0, 0, 16, 14, 0, 0, 0, 0, 44, 42, 15, 0, 29, 27, 6, 34, 0, 37, 0, 23, 0, 28, 48, 24, 5, 0, 37, 47, 9, 0, 43, 24, 42, 0}, 
{37, 0, 10, 16, 24, 0, 0, 21, 48, 0, 0, 39, 0, 35, 0, 0, 0, 0, 2, 15, 0, 0, 29, 0, 34, 23, 34, 0, 41, 30, 14, 3, 0, 1, 0, 23, 0, 42, 44, 8, 12, 0, 25, 9, 30, 0, 13, 30, 1, 0}, 
{31, 0, 14, 43, 6, 0, 0, 10, 2, 0, 0, 29, 0, 31, 0, 0, 0, 0, 46, 20, 0, 0, 31, 0, 17, 31, 33, 0, 27, 13, 17, 1, 0, 17, 0, 2, 0, 40, 26, 43, 4, 0, 15, 36, 1, 0, 10, 9, 38, 0}, 
{45, 0, 40, 15, 47, 0, 0, 32, 23, 0, 0, 13, 0, 44, 0, 0, 0, 0, 23, 15, 0, 0, 27, 0, 46, 30, 22, 0, 5, 26, 20, 33, 0, 19, 0, 16, 0, 27, 45, 3, 6, 0, 24, 24, 4, 0, 34, 37, 43, 0}, 
{13, 0, 21, 17, 13, 0, 0, 6, 33, 0, 0, 20, 0, 29, 0, 0, 0, 0, 34, 47, 0, 0, 28, 0, 17, 37, 46, 0, 37, 41, 17, 18, 0, 40, 0, 42, 0, 20, 34, 29, 0, 0, 45, 36, 38, 0, 49, 2, 29, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{32, 0, 1, 3, 20, 0, 0, 31, 31, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 23, 0, 0, 35, 0, 40, 46, 28, 0, 6, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{31, 0, 49, 49, 32, 0, 0, 25, 10, 0, 0, 23, 0, 39, 0, 0, 0, 0, 22, 24, 0, 0, 48, 0, 29, 3, 42, 0, 22, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{45, 0, 11, 41, 38, 0, 0, 28, 47, 0, 0, 43, 0, 46, 0, 0, 0, 0, 34, 45, 0, 0, 20, 0, 19, 8, 23, 0, 44, 7, 22, 36, 0, 11, 0, 44, 0, 0, 24, 12, 27, 0, 34, 17, 25, 0, 22, 29, 27, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{35, 0, 27, 40, 20, 0, 0, 26, 16, 0, 0, 20, 0, 27, 0, 0, 0, 0, 25, 40, 0, 0, 15, 0, 15, 5, 40, 0, 32, 45, 24, 4, 0, 18, 0, 33, 0, 14, 4, 26, 49, 0, 46, 44, 14, 0, 49, 32, 1, 0}, 
{34, 0, 10, 27, 47, 0, 0, 20, 26, 0, 0, 5, 0, 12, 0, 0, 0, 0, 5, 15, 0, 0, 45, 0, 9, 1, 38, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{37, 0, 29, 25, 40, 0, 0, 2, 32, 0, 0, 42, 0, 32, 0, 0, 0, 0, 31, 6, 0, 0, 41, 0, 10, 9, 0, 0, 30, 9, 22, 10, 0, 4, 0, 44, 0, 26, 9, 23, 34, 0, 22, 27, 40, 0, 2, 7, 27, 0}, 
{24, 0, 0, 28, 47, 0, 0, 25, 4, 0, 0, 1, 0, 48, 0, 0, 0, 0, 33, 6, 0, 0, 22, 0, 22, 21, 3, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{27, 0, 19, 25, 22, 0, 0, 43, 41, 0, 0, 31, 0, 26, 0, 0, 0, 0, 32, 41, 0, 0, 27, 0, 0, 38, 15, 0, 5, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{17, 0, 44, 21, 11, 0, 0, 3, 18, 0, 0, 33, 0, 19, 0, 0, 0, 0, 47, 27, 0, 0, 10, 0, 30, 49, 15, 0, 22, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{49, 0, 42, 26, 39, 0, 0, 1, 8, 0, 0, 30, 0, 37, 0, 0, 0, 0, 28, 17, 0, 0, 17, 0, 2, 17, 9, 0, 40, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
