{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{6, 88, 20, 94, 0, 82, 21, 94, 76, 0, 0, 2, 13, 23, 80, 67, 5, 0, 15, 0, 23, 26, 62, 18, 1, 57, 16, 0, 0, 35, 0, 82, 17, 17, 2, 73, 39, 2, 97, 71, 67, 51, 86, 10, 0, 41, 88, 6, 0, 60, 51, 67, 38, 77, 79, 0, 9, 24, 68, 52, 32, 43, 0, 42, 23, 30, 97, 0, 25, 0, 79, 0, 72, 70, 0, 16, 0, 0, 66, 7, 31, 24, 94, 29, 51, 63, 59, 80, 33, 14, 35, 23, 11, 60, 84, 0, 0, 45, 79, 66}, 
{39, 61, 30, 83, 0, 2, 4, 98, 72, 0, 0, 68, 61, 71, 4, 84, 42, 0, 11, 0, 80, 65, 30, 63, 62, 49, 74, 0, 0, 37, 0, 44, 63, 8, 15, 77, 33, 76, 53, 84, 60, 72, 57, 52, 0, 7, 40, 46, 0, 31, 37, 26, 60, 50, 93, 0, 6, 43, 55, 47, 30, 28, 0, 57, 44, 16, 10, 0, 4, 0, 6, 0, 96, 13, 0, 92, 0, 0, 67, 46, 82, 46, 85, 63, 27, 91, 29, 89, 24, 24, 58, 76, 38, 21, 55, 0, 0, 8, 4, 67}, 
{84, 1, 38, 71, 0, 66, 94, 14, 63, 0, 0, 1, 91, 19, 46, 38, 14, 0, 65, 0, 10, 43, 10, 6, 16, 48, 91, 0, 0, 77, 0, 62, 30, 18, 62, 98, 64, 30, 2, 29, 63, 70, 49, 47, 0, 35, 46, 44, 0, 14, 42, 22, 19, 17, 82, 0, 7, 45, 70, 91, 68, 83, 0, 45, 5, 68, 19, 0, 28, 0, 28, 0, 29, 76, 0, 80, 0, 0, 18, 70, 15, 44, 74, 79, 30, 50, 78, 48, 7, 35, 73, 57, 59, 52, 65, 0, 0, 20, 73, 75}, 
{47, 65, 23, 70, 0, 68, 25, 67, 61, 0, 0, 50, 72, 83, 63, 3, 20, 0, 63, 0, 49, 22, 10, 83, 69, 80, 99, 0, 0, 49, 0, 39, 68, 15, 72, 67, 5, 89, 35, 93, 93, 40, 60, 90, 0, 35, 90, 52, 0, 29, 68, 96, 45, 18, 47, 0, 93, 6, 74, 98, 18, 62, 0, 54, 5, 58, 45, 0, 16, 0, 43, 0, 74, 23, 0, 61, 0, 0, 91, 1, 9, 64, 58, 35, 9, 96, 5, 87, 71, 41, 52, 71, 79, 52, 62, 0, 0, 63, 21, 96}, 
{38, 8, 39, 0, 0, 26, 23, 66, 63, 0, 0, 31, 57, 98, 61, 77, 47, 0, 30, 0, 44, 34, 96, 2, 92, 16, 49, 0, 0, 26, 0, 39, 35, 7, 65, 62, 70, 65, 80, 87, 67, 3, 15, 64, 0, 41, 47, 22, 0, 97, 95, 75, 66, 22, 89, 0, 88, 44, 24, 47, 9, 84, 0, 10, 19, 11, 4, 0, 23, 0, 26, 0, 98, 87, 0, 73, 0, 0, 70, 55, 36, 80, 20, 52, 16, 42, 45, 19, 48, 87, 62, 71, 51, 49, 30, 0, 0, 42, 48, 1}, 
{40, 54, 92, 28, 0, 36, 51, 74, 79, 0, 0, 74, 41, 85, 69, 77, 79, 0, 75, 0, 72, 81, 47, 36, 22, 88, 74, 0, 0, 58, 0, 92, 34, 56, 3, 66, 51, 55, 78, 16, 39, 96, 61, 44, 0, 55, 8, 74, 0, 60, 49, 61, 96, 5, 63, 0, 30, 8, 64, 95, 45, 28, 0, 73, 93, 37, 76, 0, 45, 0, 98, 0, 12, 76, 0, 7, 0, 0, 7, 59, 30, 54, 76, 8, 8, 8, 35, 48, 87, 2, 51, 38, 71, 62, 83, 0, 0, 79, 16, 48}, 
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, 
{23, 25, 73, 83, 0, 73, 98, 89, 76, 0, 0, 42, 40, 46, 5, 18, 22, 0, 82, 0, 45, 21, 65, 86, 72, 6, 70, 0, 0, 99, 0, 41, 49, 26, 77, 56, 27, 91, 89, 44, 63, 95, 8, 2, 0, 0, 3, 11, 0, 73, 96, 77, 6, 0, 4, 0, 92, 94, 30, 77, 80, 1, 0, 80, 91, 30, 85, 0, 14, 0, 33, 0, 79, 94, 0, 60, 0, 0, 27, 57, 34, 16, 31, 35, 90, 26, 21, 28, 97, 77, 17, 38, 9, 36, 55, 0, 0, 44, 91, 19}, 
{64, 98, 84, 19, 0, 24, 4, 98, 89, 0, 0, 26, 4, 91, 99, 82, 81, 0, 92, 0, 84, 78, 58, 42, 56, 55, 51, 0, 0, 84, 0, 74, 38, 85, 20, 33, 44, 85, 37, 75, 76, 9, 72, 70, 0, 21, 18, 47, 0, 33, 47, 62, 1, 19, 97, 0, 5, 23, 87, 10, 88, 18, 0, 30, 65, 87, 75, 0, 48, 0, 0, 0, 30, 43, 0, 84, 0, 0, 82, 67, 87, 42, 12, 97, 72, 56, 11, 20, 45, 31, 23, 87, 79, 11, 70, 0, 0, 54, 61, 14}, 
{66, 92, 35, 97, 0, 40, 83, 16, 63, 0, 0, 29, 36, 75, 91, 16, 64, 0, 17, 0, 25, 16, 94, 10, 56, 3, 96, 0, 0, 17, 0, 88, 39, 12, 99, 34, 13, 19, 20, 51, 15, 60, 44, 62, 0, 88, 64, 3, 0, 43, 71, 65, 15, 25, 94, 0, 94, 31, 58, 19, 65, 40, 0, 31, 3, 9, 67, 0, 29, 0, 91, 0, 41, 64, 0, 94, 0, 0, 88, 21, 94, 23, 19, 59, 96, 84, 14, 24, 75, 42, 28, 55, 26, 43, 37, 0, 0, 51, 91, 61}, 
{25, 22, 37, 37, 0, 80, 91, 19, 89, 0, 0, 47, 39, 52, 98, 3, 37, 0, 88, 0, 89, 69, 90, 24, 40, 19, 96, 0, 0, 26, 0, 67, 2, 20, 96, 31, 13, 37, 46, 79, 59, 53, 99, 60, 0, 95, 29, 70, 0, 25, 62, 61, 90, 96, 47, 0, 70, 98, 11, 10, 13, 11, 0, 58, 51, 98, 25, 0, 8, 0, 52, 0, 96, 25, 0, 29, 0, 0, 3, 49, 8, 88, 21, 26, 9, 56, 66, 75, 50, 63, 96, 78, 97, 41, 53, 0, 0, 25, 87, 51}, 
{47, 51, 53, 96, 0, 68, 32, 86, 30, 0, 0, 55, 53, 40, 76, 48, 50, 0, 51, 0, 39, 64, 25, 63, 73, 16, 5, 0, 0, 47, 0, 80, 39, 73, 15, 20, 32, 25, 95, 62, 98, 15, 24, 87, 0, 43, 40, 46, 0, 81, 68, 22, 53, 47, 98, 0, 39, 51, 46, 38, 69, 25, 0, 6, 71, 94, 14, 0, 67, 0, 87, 0, 41, 19, 0, 49, 0, 0, 88, 18, 19, 95, 24, 76, 43, 26, 18, 96, 33, 65, 89, 51, 3, 37, 37, 0, 0, 42, 24, 30}, 
{22, 6, 36, 6, 0, 48, 76, 36, 38, 0, 0, 59, 99, 29, 41, 63, 27, 0, 53, 0, 64, 74, 22, 26, 12, 94, 65, 0, 0, 68, 0, 37, 48, 46, 51, 28, 95, 25, 55, 58, 34, 39, 23, 89, 0, 67, 69, 55, 0, 97, 53, 67, 39, 17, 85, 0, 73, 82, 59, 49, 9, 45, 0, 66, 8, 89, 58, 0, 74, 0, 13, 0, 34, 48, 0, 31, 0, 0, 38, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42}, 
{62, 50, 67, 85, 0, 54, 50, 62, 22, 0, 0, 88, 71, 67, 20, 35, 22, 0, 28, 0, 95, 19, 42, 50, 87, 87, 74, 0, 0, 65, 0, 46, 5, 17, 15, 10, 65, 90, 29, 25, 71, 14, 89, 56, 0, 10, 60, 22, 0, 68, 69, 27, 8, 81, 88, 0, 99, 53, 44, 96, 86, 37, 0, 34, 88, 5, 10, 0, 9, 0, 69, 0, 18, 19, 0, 62, 0, 0, 23, 58, 49, 25, 20, 21, 50, 84, 21, 88, 55, 70, 62, 38, 25, 23, 43, 0, 0, 81, 9, 54}, 
